hochua,gio,ngay,LVS,muc_nuoc,luu_luong_den_ho,luu_luong_xa
An Khê,5,03/12/2020,Ba,428.98,227.85,228
An Khê,6,03/12/2020,Ba,428.98,227.78,228
An Khê,7,03/12/2020,Ba,428.98,227.74,228
An Khê,8,03/12/2020,Ba,428.98,218.63,228
An Khê,9,03/12/2020,Ba,428.98,172.6,128
An Khê,10,03/12/2020,Ba,428.98,135.97,128
An Khê,11,03/12/2020,Ba,428.98,130.96,128
An Khê,12,03/12/2020,Ba,428.98,130.33,122.9
An Khê,13,03/12/2020,Ba,428.98,130.14,120.5
An Khê,14,03/12/2020,Ba,428.97,128.92,120.5
An Khê,15,03/12/2020,Ba,428.93,76.88,44.5
An Khê,16,03/12/2020,Ba,428.94,58.66,50.1
An Khê,17,03/12/2020,Ba,428.96,69.22,52
An Khê,18,03/12/2020,Ba,428.97,60.61,52
An Khê,19,03/12/2020,Ba,428.98,60.65,52
An Khê,20,03/12/2020,Ba,428.98,60.63,52
An Khê,21,03/12/2020,Ba,428.98,60.61,52
An Khê,22,03/12/2020,Ba,428.98,61.52,52
An Khê,23,03/12/2020,Ba,428.98,61.58,52
An Khê,0,04/12/2020,Ba,428.98,62.47,52
An Khê,1,04/12/2020,Ba,428.98,62.53,52
An Khê,2,04/12/2020,Ba,428.98,62.49,52
An Khê,3,04/12/2020,Ba,428.98,61.67,52
An Khê,4,04/12/2020,Ba,428.98,61.65,52
An Khê,5,04/12/2020,Ba,428.98,55.72,52
An Khê,6,04/12/2020,Ba,428.98,56.48,52
An Khê,7,04/12/2020,Ba,428.98,54.67,52
An Khê,8,04/12/2020,Ba,428.98,53.57,52
An Khê,9,04/12/2020,Ba,428.98,53.14,52
An Khê,10,04/12/2020,Ba,428.98,52.87,52
An Khê,11,04/12/2020,Ba,428.98,52.68,52
An Khê,12,04/12/2020,Ba,428.98,51.63,50.3
An Khê,13,04/12/2020,Ba,428.99,54.61,46
An Khê,14,04/12/2020,Ba,428.99,46.57,46
An Khê,15,04/12/2020,Ba,428.99,51.66,50.9
An Khê,16,04/12/2020,Ba,428.99,52.45,52
An Khê,17,04/12/2020,Ba,428.99,52.37,52
An Khê,18,04/12/2020,Ba,428.99,52.33,52
An Khê,19,04/12/2020,Ba,428.99,52.45,52
An Khê,20,04/12/2020,Ba,428.99,52.66,52
An Khê,21,04/12/2020,Ba,428.99,52.18,52
An Khê,22,04/12/2020,Ba,428.99,52.42,52
An Khê,23,04/12/2020,Ba,428.99,52.26,52
An Khê,0,05/12/2020,Ba,428.99,52.51,52
An Khê,1,05/12/2020,Ba,428.99,52.34,52
An Khê,2,05/12/2020,Ba,428.99,52.14,52
An Khê,3,05/12/2020,Ba,428.99,52.29,52
An Khê,4,05/12/2020,Ba,428.99,52.25,52
An Khê,5,05/12/2020,Ba,428.99,52.56,52
An Khê,6,05/12/2020,Ba,428.99,52.38,52
An Khê,7,05/12/2020,Ba,428.99,52.42,52
An Khê,8,05/12/2020,Ba,428.98,44.39,52
An Khê,9,05/12/2020,Ba,428.97,45.37,52
An Khê,10,05/12/2020,Ba,428.97,52.13,52
An Khê,11,05/12/2020,Ba,428.96,47.38,52
An Khê,12,05/12/2020,Ba,428.96,42.23,41.2
An Khê,13,05/12/2020,Ba,428.95,37.79,44.4
An Khê,14,05/12/2020,Ba,428.95,51.63,52
An Khê,15,05/12/2020,Ba,428.95,52.54,52
An Khê,16,05/12/2020,Ba,428.95,52.47,52
An Khê,17,05/12/2020,Ba,428.95,52.43,52
An Khê,18,05/12/2020,Ba,428.95,52.38,52
An Khê,19,05/12/2020,Ba,428.95,52.33,52
An Khê,20,05/12/2020,Ba,428.95,52.05,52
An Khê,21,05/12/2020,Ba,428.95,52.28,52
An Khê,22,05/12/2020,Ba,428.95,52.36,52
An Khê,0,06/12/2020,Ba,428.95,52.48,52
An Khê,1,07/12/2020,Ba,428.99,52.53,52
An Khê,3,07/12/2020,Ba,428.99,52.58,52
An Khê,5,07/12/2020,Ba,428.99,52.49,52
An Khê,7,07/12/2020,Ba,428.99,52.38,52
An Khê,9,07/12/2020,Ba,428.99,52.29,52
An Khê,11,07/12/2020,Ba,428.99,52.18,52
An Khê,13,07/12/2020,Ba,428.99,52.13,52
An Khê,15,07/12/2020,Ba,428.99,52.32,52
An Khê,17,07/12/2020,Ba,428.99,52.28,52
An Khê,19,07/12/2020,Ba,428.99,52.41,52
An Khê,21,07/12/2020,Ba,428.99,52.53,52
An Khê,23,07/12/2020,Ba,428.99,52.63,52
An Khê,1,08/12/2020,Ba,428.99,52.61,52
An Khê,3,08/12/2020,Ba,428.99,52.54,52
An Khê,5,08/12/2020,Ba,428.99,52.46,52
An Khê,7,08/12/2020,Ba,428.99,52.39,52
An Khê,9,08/12/2020,Ba,428.99,52.29,52
An Khê,11,08/12/2020,Ba,428.99,52.27,52
An Khê,13,08/12/2020,Ba,428.99,52.19,52
An Khê,15,08/12/2020,Ba,428.99,52.26,52
An Khê,17,08/12/2020,Ba,428.99,52.38,52
An Khê,19,08/12/2020,Ba,428.99,52.51,52
An Khê,21,08/12/2020,Ba,428.99,52.56,52
An Khê,23,08/12/2020,Ba,428.99,52.61,52
An Khê,0,09/12/2020,Ba,428.99,52.64,52
An Khê,1,09/12/2020,Ba,428.98,45.39,52
An Khê,0,10/12/2020,Ba,428.79,43.37,52
An Khê,1,10/12/2020,Ba,428.77,34.78,52
An Khê,2,10/12/2020,Ba,428.75,34.76,52
An Khê,0,11/12/2020,Ba,428.85,37.88,28
An Khê,1,11/12/2020,Ba,428.98,45.39,56
An Khê,2,11/12/2020,Ba,428.87,36.78,28
An Khê,3,11/12/2020,Ba,428.88,36.82,28
An Khê,4,11/12/2020,Ba,428.89,36.85,28
An Khê,5,11/12/2020,Ba,428.9,36.81,28
An Khê,6,11/12/2020,Ba,428.91,36.79,28
An Khê,7,11/12/2020,Ba,428.92,36.66,28
An Khê,8,11/12/2020,Ba,428.93,36.74,28
An Khê,9,11/12/2020,Ba,428.94,36.69,28
An Khê,10,11/12/2020,Ba,428.93,29.35,28
An Khê,11,11/12/2020,Ba,428.92,28.24,28
An Khê,12,11/12/2020,Ba,428.91,28.17,28
An Khê,13,11/12/2020,Ba,428.9,29.09,28
An Khê,14,11/12/2020,Ba,428.89,29.15,28
An Khê,15,11/12/2020,Ba,428.88,28.21,28
An Khê,16,11/12/2020,Ba,428.87,28.14,28
An Khê,17,11/12/2020,Ba,428.86,24.35,28
An Khê,18,11/12/2020,Ba,428.85,19.39,28
An Khê,19,11/12/2020,Ba,428.84,26.47,28
An Khê,20,11/12/2020,Ba,428.83,28.39,28
An Khê,21,11/12/2020,Ba,428.82,28.37,28
An Khê,22,11/12/2020,Ba,428.81,23.39,28
An Khê,23,11/12/2020,Ba,428.8,19.39,28
An Khê,0,12/12/2020,Ba,428.8,25.13,28
An Khê,1,12/12/2020,Ba,428.8,29.07,28
An Khê,2,12/12/2020,Ba,428.8,29.09,28
An Khê,3,12/12/2020,Ba,428.79,28.38,28
An Khê,4,12/12/2020,Ba,428.79,29.12,28
An Khê,5,12/12/2020,Ba,428.79,29.15,28
An Khê,6,12/12/2020,Ba,428.79,29.17,28
An Khê,7,12/12/2020,Ba,428.8,36.61,28
An Khê,8,12/12/2020,Ba,428.81,36.72,28
An Khê,9,12/12/2020,Ba,428.82,37.24,28
An Khê,10,12/12/2020,Ba,428.83,36.29,27.7
An Khê,11,12/12/2020,Ba,428.84,36.16,26.6
An Khê,12,12/12/2020,Ba,428.85,34.27,25.7
An Khê,13,12/12/2020,Ba,428.85,30.45,28
An Khê,14,12/12/2020,Ba,428.85,29.68,28
An Khê,15,12/12/2020,Ba,428.85,30.52,28
An Khê,16,12/12/2020,Ba,428.86,36.61,28
An Khê,17,12/12/2020,Ba,428.86,30.57,28
An Khê,18,12/12/2020,Ba,428.86,29.48,28
An Khê,19,12/12/2020,Ba,428.86,28.32,28
An Khê,20,12/12/2020,Ba,428.86,28.33,28
An Khê,21,12/12/2020,Ba,428.86,28.37,28
An Khê,22,12/12/2020,Ba,428.86,29.07,28
An Khê,23,12/12/2020,Ba,428.86,29.09,28
An Khê,0,13/12/2020,Ba,428.86,29.13,28
An Khê,1,13/12/2020,Ba,428.87,34.61,28
An Khê,2,13/12/2020,Ba,428.87,30.37,28
An Khê,3,13/12/2020,Ba,428.87,29.53,28
An Khê,4,13/12/2020,Ba,428.87,29.47,28
An Khê,5,13/12/2020,Ba,428.87,29.43,28
An Khê,6,13/12/2020,Ba,428.87,29.41,28
An Khê,7,13/12/2020,Ba,428.87,29.35,28
An Khê,8,13/12/2020,Ba,428.87,28.56,28
An Khê,9,13/12/2020,Ba,428.87,28.51,28
An Khê,10,13/12/2020,Ba,428.87,28.12,15
An Khê,11,13/12/2020,Ba,428.87,28.74,26.7
An Khê,12,13/12/2020,Ba,428.87,28.15,17
An Khê,13,13/12/2020,Ba,428.87,28.06,7.2
An Khê,14,13/12/2020,Ba,428.87,28.27,28
An Khê,15,13/12/2020,Ba,428.87,28.79,28
An Khê,16,13/12/2020,Ba,428.87,29.16,28
An Khê,17,13/12/2020,Ba,428.87,29.24,28
An Khê,18,13/12/2020,Ba,428.87,29.18,28
An Khê,19,13/12/2020,Ba,428.87,29.14,28
An Khê,20,13/12/2020,Ba,428.87,29.08,28
An Khê,21,13/12/2020,Ba,428.87,29.12,28
An Khê,22,13/12/2020,Ba,428.87,29.18,28
An Khê,23,13/12/2020,Ba,428.87,29.15,28
An Khê,0,14/12/2020,Ba,428.87,29.08,28
An Khê,1,14/12/2020,Ba,428.87,28.05,28
An Khê,2,14/12/2020,Ba,428.87,28.97,28
An Khê,3,14/12/2020,Ba,428.87,28.92,28
An Khê,4,14/12/2020,Ba,428.87,28.86,28
An Khê,5,14/12/2020,Ba,428.87,28.81,28
An Khê,6,14/12/2020,Ba,428.87,28.92,28
An Khê,7,14/12/2020,Ba,428.87,28.96,28
An Khê,8,14/12/2020,Ba,428.87,29.07,28
An Khê,9,14/12/2020,Ba,428.87,29.11,28
An Khê,10,14/12/2020,Ba,428.87,29.09,28
An Khê,11,14/12/2020,Ba,428.87,29.17,28
An Khê,12,14/12/2020,Ba,428.87,29.2,28
An Khê,13,14/12/2020,Ba,428.87,29.16,28
An Khê,14,14/12/2020,Ba,428.87,29.23,28
An Khê,15,14/12/2020,Ba,428.87,28.87,28
An Khê,16,14/12/2020,Ba,428.87,28.79,28
An Khê,17,14/12/2020,Ba,428.87,28.75,28
An Khê,18,14/12/2020,Ba,428.87,28.83,28
An Khê,19,14/12/2020,Ba,428.87,28.86,28
An Khê,20,14/12/2020,Ba,428.87,29.02,28
An Khê,21,14/12/2020,Ba,428.87,29.05,28
An Khê,22,14/12/2020,Ba,428.87,29.12,28
An Khê,23,14/12/2020,Ba,428.87,29.15,28
An Khê,0,15/12/2020,Ba,428.87,29.21,28
An Khê,1,15/12/2020,Ba,428.87,29.26,28
An Khê,2,15/12/2020,Ba,428.87,29.32,28
An Khê,3,15/12/2020,Ba,428.87,29.28,28
An Khê,4,15/12/2020,Ba,428.87,29.24,28
An Khê,5,15/12/2020,Ba,428.87,29.18,28
An Khê,6,15/12/2020,Ba,428.87,29.13,28
An Khê,7,15/12/2020,Ba,428.87,29.98,28
An Khê,8,15/12/2020,Ba,428.87,30.08,28
An Khê,9,15/12/2020,Ba,428.87,30.15,28
An Khê,10,15/12/2020,Ba,428.87,29.92,28
An Khê,11,15/12/2020,Ba,428.87,30.12,28
An Khê,12,15/12/2020,Ba,428.87,29.55,28
An Khê,13,15/12/2020,Ba,428.87,29.86,28
An Khê,14,15/12/2020,Ba,428.87,29.63,28
An Khê,15,15/12/2020,Ba,428.87,29.35,28
An Khê,16,15/12/2020,Ba,428.87,29.76,28
An Khê,17,15/12/2020,Ba,428.87,29.85,28
An Khê,18,15/12/2020,Ba,428.87,30.05,28
An Khê,19,15/12/2020,Ba,428.87,29.78,28
An Khê,20,15/12/2020,Ba,428.87,29.83,28
An Khê,21,15/12/2020,Ba,428.87,29.87,28
An Khê,22,15/12/2020,Ba,428.87,29.85,28
An Khê,23,15/12/2020,Ba,428.87,29.79,28
An Khê,0,16/12/2020,Ba,428.87,29.75,28
An Khê,1,16/12/2020,Ba,428.87,29.69,28
An Khê,2,16/12/2020,Ba,428.87,29.62,28
An Khê,3,16/12/2020,Ba,428.87,29.57,28
An Khê,4,16/12/2020,Ba,428.87,29.48,28
An Khê,5,16/12/2020,Ba,428.87,29.43,28
An Khê,6,16/12/2020,Ba,428.87,29.35,28
An Khê,7,16/12/2020,Ba,428.87,29.56,28
An Khê,8,16/12/2020,Ba,428.87,29.72,28
An Khê,9,16/12/2020,Ba,428.86,25.45,28
An Khê,10,16/12/2020,Ba,428.86,25.32,28
An Khê,11,16/12/2020,Ba,428.85,25.68,28
An Khê,12,16/12/2020,Ba,428.86,28.61,6
An Khê,13,16/12/2020,Ba,428.85,26.74,19.6
An Khê,14,16/12/2020,Ba,428.85,28.33,28
An Khê,15,16/12/2020,Ba,428.84,28.26,28
An Khê,16,16/12/2020,Ba,428.84,29.23,28
An Khê,17,16/12/2020,Ba,428.83,28.32,28
An Khê,18,16/12/2020,Ba,428.83,28.43,28
An Khê,19,16/12/2020,Ba,428.82,28.39,28
An Khê,20,16/12/2020,Ba,428.81,26.12,28
An Khê,21,16/12/2020,Ba,428.8,24.64,28
An Khê,22,16/12/2020,Ba,428.8,24.32,28
An Khê,23,16/12/2020,Ba,428.79,24.25,28
An Khê,0,17/12/2020,Ba,428.78,24.58,28
An Khê,1,17/12/2020,Ba,428.77,23.42,28
An Khê,2,17/12/2020,Ba,428.76,23.84,28
An Khê,3,17/12/2020,Ba,428.75,23.41,28
An Khê,4,17/12/2020,Ba,428.74,24.56,28
An Khê,5,17/12/2020,Ba,428.73,24.78,28
An Khê,6,17/12/2020,Ba,428.73,24.62,6.8
An Khê,7,17/12/2020,Ba,428.74,22.85,4
An Khê,8,17/12/2020,Ba,428.74,24.73,4
An Khê,9,17/12/2020,Ba,428.75,25.61,4
An Khê,10,17/12/2020,Ba,428.77,28.22,4
An Khê,11,17/12/2020,Ba,428.78,24.57,4
An Khê,12,17/12/2020,Ba,428.78,22.86,4
An Khê,13,17/12/2020,Ba,428.79,24.64,4
An Khê,14,17/12/2020,Ba,428.8,24.76,4
An Khê,15,17/12/2020,Ba,428.82,28.32,4
An Khê,16,17/12/2020,Ba,428.83,19.63,4
An Khê,17,17/12/2020,Ba,428.84,12.61,4
An Khê,18,17/12/2020,Ba,428.84,4,4
An Khê,19,17/12/2020,Ba,428.84,4,4
An Khê,20,17/12/2020,Ba,428.84,4,4
An Khê,21,17/12/2020,Ba,428.84,4.25,4
An Khê,22,17/12/2020,Ba,428.84,6.34,4
An Khê,23,17/12/2020,Ba,428.84,8.75,4
An Khê,0,18/12/2020,Ba,428.85,12.61,4
An Khê,1,18/12/2020,Ba,428.85,11.98,4
An Khê,2,18/12/2020,Ba,428.85,12.92,4
An Khê,3,18/12/2020,Ba,428.86,15.81,4
An Khê,4,18/12/2020,Ba,428.86,18.25,4
An Khê,5,18/12/2020,Ba,428.87,19.54,4
An Khê,6,18/12/2020,Ba,428.88,20.46,4
An Khê,7,18/12/2020,Ba,428.89,21.52,4
An Khê,8,18/12/2020,Ba,428.89,22.67,4
An Khê,9,18/12/2020,Ba,428.89,22.53,4
An Khê,10,18/12/2020,Ba,428.9,24.63,4
An Khê,11,18/12/2020,Ba,428.9,21.75,4
An Khê,12,18/12/2020,Ba,428.9,22.48,4
An Khê,13,18/12/2020,Ba,428.91,24.74,4
An Khê,14,18/12/2020,Ba,428.91,22.65,4
An Khê,15,18/12/2020,Ba,428.91,21.83,4
An Khê,16,18/12/2020,Ba,428.91,22.67,4
An Khê,17,18/12/2020,Ba,428.91,21.43,4
An Khê,18,18/12/2020,Ba,428.91,22.38,4
An Khê,19,18/12/2020,Ba,428.91,21.73,4
An Khê,20,18/12/2020,Ba,428.91,21.54,4
An Khê,21,18/12/2020,Ba,428.91,21.14,4
An Khê,22,18/12/2020,Ba,428.91,22.36,4
An Khê,23,18/12/2020,Ba,428.92,22.58,4
An Khê,0,19/12/2020,Ba,428.92,22.43,4
An Khê,1,19/12/2020,Ba,428.92,21.52,4
An Khê,2,19/12/2020,Ba,428.92,21.52,4
An Khê,3,19/12/2020,Ba,428.92,20.89,4
An Khê,4,19/12/2020,Ba,428.92,20.89,4
An Khê,5,19/12/2020,Ba,428.92,21.92,4
An Khê,6,19/12/2020,Ba,428.92,21.26,4
An Khê,7,19/12/2020,Ba,428.92,21.68,4
An Khê,8,19/12/2020,Ba,428.92,19.73,4
An Khê,9,19/12/2020,Ba,428.93,22.63,4
An Khê,10,19/12/2020,Ba,428.93,21.54,4
An Khê,11,19/12/2020,Ba,428.93,21.37,4
An Khê,12,19/12/2020,Ba,428.93,22.56,4
An Khê,13,19/12/2020,Ba,428.93,22.51,4
An Khê,14,19/12/2020,Ba,428.93,22.46,4
An Khê,15,19/12/2020,Ba,428.93,21.72,4
An Khê,16,19/12/2020,Ba,428.93,21.84,4
An Khê,17,19/12/2020,Ba,428.93,21.76,4
An Khê,18,19/12/2020,Ba,428.93,21.58,4
An Khê,19,19/12/2020,Ba,428.93,18.15,4
An Khê,20,19/12/2020,Ba,428.93,19.57,4
An Khê,21,19/12/2020,Ba,428.93,19.65,4
An Khê,22,19/12/2020,Ba,428.94,17.64,4
An Khê,23,19/12/2020,Ba,428.94,22.57,4
An Khê,0,20/12/2020,Ba,428.94,30.98,4
An Khê,1,20/12/2020,Ba,428.94,31.25,4
An Khê,2,20/12/2020,Ba,428.94,31.79,4
An Khê,3,20/12/2020,Ba,428.94,31.72,4
An Khê,4,20/12/2020,Ba,428.94,31.67,4
An Khê,5,20/12/2020,Ba,428.94,31.75,4
An Khê,6,20/12/2020,Ba,428.94,31.64,4
An Khê,7,20/12/2020,Ba,428.94,30.48,4
An Khê,8,20/12/2020,Ba,428.95,31.61,4
An Khê,9,20/12/2020,Ba,428.95,30.75,4
An Khê,10,20/12/2020,Ba,428.95,30.82,4
An Khê,11,20/12/2020,Ba,428.95,30.54,4
An Khê,12,20/12/2020,Ba,428.95,29.77,4
An Khê,13,20/12/2020,Ba,428.95,29.65,4
An Khê,14,20/12/2020,Ba,428.95,29.49,4
An Khê,15,20/12/2020,Ba,428.95,29.58,4
An Khê,16,20/12/2020,Ba,428.96,25.17,4
An Khê,17,20/12/2020,Ba,428.96,18.84,4
An Khê,18,20/12/2020,Ba,428.96,18.91,8.8
An Khê,19,20/12/2020,Ba,428.96,19.73,28
An Khê,20,20/12/2020,Ba,428.96,20.34,28
An Khê,21,20/12/2020,Ba,428.96,21.16,28
An Khê,22,20/12/2020,Ba,428.96,23.84,28
An Khê,23,20/12/2020,Ba,428.96,31.79,28
An Khê,0,21/12/2020,Ba,428.96,31.54,28
An Khê,1,21/12/2020,Ba,428.96,30.92,28
An Khê,2,21/12/2020,Ba,428.96,30.47,28
An Khê,3,21/12/2020,Ba,428.96,29.86,28
An Khê,4,21/12/2020,Ba,428.96,29.35,28
An Khê,5,21/12/2020,Ba,428.96,29.42,28
An Khê,6,21/12/2020,Ba,428.96,29.57,28
An Khê,7,21/12/2020,Ba,428.95,28.39,28
An Khê,8,21/12/2020,Ba,428.95,30.51,28
An Khê,9,21/12/2020,Ba,428.95,30.63,28
An Khê,10,21/12/2020,Ba,428.94,25.37,28
An Khê,11,21/12/2020,Ba,428.94,28.55,28
An Khê,12,21/12/2020,Ba,428.94,28.63,17.6
An Khê,13,21/12/2020,Ba,428.93,24.48,16
An Khê,14,21/12/2020,Ba,428.93,29.35,28
An Khê,15,21/12/2020,Ba,428.93,29.26,28
An Khê,16,21/12/2020,Ba,428.92,24.43,28
An Khê,17,21/12/2020,Ba,428.92,28.76,28
An Khê,18,21/12/2020,Ba,428.92,28.69,28
An Khê,19,21/12/2020,Ba,428.92,28.72,28
An Khê,20,21/12/2020,Ba,428.92,28.85,28
An Khê,21,21/12/2020,Ba,428.91,28.35,28
An Khê,22,21/12/2020,Ba,428.91,28.12,28
An Khê,23,21/12/2020,Ba,428.91,28.27,28
An Khê,0,22/12/2020,Ba,428.91,28.43,28
An Khê,1,22/12/2020,Ba,428.91,28.35,28
An Khê,2,22/12/2020,Ba,428.9,28.26,28
An Khê,3,22/12/2020,Ba,428.9,28.19,28
An Khê,4,22/12/2020,Ba,428.9,28.25,28
An Khê,5,22/12/2020,Ba,428.9,28.34,28
An Khê,6,22/12/2020,Ba,428.9,28.42,28
An Khê,7,22/12/2020,Ba,428.9,28.63,28
An Khê,8,22/12/2020,Ba,428.9,28.75,28
An Khê,9,22/12/2020,Ba,428.9,29.18,28
An Khê,10,22/12/2020,Ba,428.9,29.26,28
An Khê,11,22/12/2020,Ba,428.9,29.32,28
An Khê,12,22/12/2020,Ba,428.9,29.48,26.1
An Khê,13,22/12/2020,Ba,428.9,29.42,27.2
An Khê,14,22/12/2020,Ba,428.9,29.35,28
An Khê,15,22/12/2020,Ba,428.9,29.22,28
An Khê,16,22/12/2020,Ba,428.9,29.76,28
An Khê,17,22/12/2020,Ba,428.9,29.41,28
An Khê,18,22/12/2020,Ba,428.9,29.58,28
An Khê,19,22/12/2020,Ba,428.9,29.46,28
An Khê,20,22/12/2020,Ba,428.9,29.33,28
An Khê,21,22/12/2020,Ba,428.9,29.54,28
An Khê,22,22/12/2020,Ba,428.9,29.63,28
An Khê,23,22/12/2020,Ba,428.9,29.67,28
An Khê,0,23/12/2020,Ba,428.9,29.67,28
An Khê,1,23/12/2020,Ba,428.9,29.73,28
An Khê,2,23/12/2020,Ba,428.9,29.77,28
An Khê,3,23/12/2020,Ba,428.9,29.83,28
An Khê,4,23/12/2020,Ba,428.9,29.85,28
An Khê,5,23/12/2020,Ba,428.9,29.76,28
An Khê,6,23/12/2020,Ba,428.9,29.71,28
An Khê,7,23/12/2020,Ba,428.9,29.69,28
An Khê,8,23/12/2020,Ba,428.9,29.78,28
An Khê,9,23/12/2020,Ba,428.9,29.42,28
An Khê,10,23/12/2020,Ba,428.9,29.38,28
An Khê,11,23/12/2020,Ba,428.9,29.56,28
An Khê,12,23/12/2020,Ba,428.91,29.32,6.8
An Khê,13,23/12/2020,Ba,428.92,29.18,4
An Khê,14,23/12/2020,Ba,428.92,29.25,24.4
An Khê,15,23/12/2020,Ba,428.92,29.83,28
An Khê,16,23/12/2020,Ba,428.92,29.97,28
An Khê,17,23/12/2020,Ba,428.92,29.64,28
An Khê,18,23/12/2020,Ba,428.92,29.81,28
An Khê,19,23/12/2020,Ba,428.91,15.43,28
An Khê,20,23/12/2020,Ba,428.91,25.67,28
An Khê,21,23/12/2020,Ba,428.91,29.87,28
An Khê,22,23/12/2020,Ba,428.91,28.04,28
An Khê,23,23/12/2020,Ba,428.91,28.07,28
An Khê,0,24/12/2020,Ba,428.91,28.13,28
An Khê,1,24/12/2020,Ba,428.91,27.17,28
An Khê,2,24/12/2020,Ba,428.91,28.23,28
An Khê,3,24/12/2020,Ba,428.91,28.26,28
An Khê,4,24/12/2020,Ba,428.91,28.15,28
An Khê,5,24/12/2020,Ba,428.92,30.61,28
An Khê,6,24/12/2020,Ba,428.92,29.73,28
An Khê,7,24/12/2020,Ba,428.92,29.78,28
An Khê,8,24/12/2020,Ba,428.92,32.14,28
An Khê,9,24/12/2020,Ba,428.92,33.6,33.6
An Khê,10,24/12/2020,Ba,428.91,37.89,50.5
An Khê,11,24/12/2020,Ba,428.9,36.95,50.5
An Khê,12,24/12/2020,Ba,428.9,38.15,49.7
An Khê,13,24/12/2020,Ba,428.9,38.02,41.7
An Khê,14,24/12/2020,Ba,428.89,37.94,50.5
An Khê,15,24/12/2020,Ba,428.89,39.15,50.5
An Khê,16,24/12/2020,Ba,428.89,40.22,50.5
An Khê,17,24/12/2020,Ba,428.88,39.58,50.5
An Khê,18,24/12/2020,Ba,428.88,38.72,50.5
An Khê,19,24/12/2020,Ba,428.88,37.47,50.5
An Khê,20,24/12/2020,Ba,428.87,38.87,50.5
An Khê,21,24/12/2020,Ba,428.87,41.34,50.5
An Khê,22,24/12/2020,Ba,428.87,38.75,46.8
An Khê,23,24/12/2020,Ba,428.88,36.61,28
An Khê,0,25/12/2020,Ba,428.88,30.73,28
An Khê,1,25/12/2020,Ba,428.88,29.53,28
An Khê,2,25/12/2020,Ba,428.89,31.63,28
An Khê,3,25/12/2020,Ba,428.89,29.75,28
An Khê,4,25/12/2020,Ba,428.89,29.86,28
An Khê,5,25/12/2020,Ba,428.9,31.57,28
An Khê,6,25/12/2020,Ba,428.9,29.66,28
An Khê,7,25/12/2020,Ba,428.9,29.74,28
An Khê,8,25/12/2020,Ba,428.9,30.12,28
An Khê,9,25/12/2020,Ba,428.9,31.25,28
An Khê,10,25/12/2020,Ba,428.9,34.58,39.2
An Khê,11,25/12/2020,Ba,428.9,37.65,49
An Khê,12,25/12/2020,Ba,428.9,39.53,49
An Khê,13,25/12/2020,Ba,428.9,41.46,49
An Khê,14,25/12/2020,Ba,428.9,40.57,49
An Khê,15,25/12/2020,Ba,428.9,41.65,49
An Khê,16,25/12/2020,Ba,428.9,40.71,40.7
An Khê,17,25/12/2020,Ba,428.9,42.57,49.6
An Khê,18,25/12/2020,Ba,428.91,38.61,28
An Khê,19,25/12/2020,Ba,428.91,33.28,28
An Khê,20,25/12/2020,Ba,428.91,31.74,28
An Khê,21,25/12/2020,Ba,428.91,31.49,28
An Khê,22,25/12/2020,Ba,428.92,36.65,28
An Khê,23,25/12/2020,Ba,428.92,31.52,28
An Khê,0,26/12/2020,Ba,428.92,30.78,28
An Khê,1,26/12/2020,Ba,428.92,32.36,28
An Khê,2,26/12/2020,Ba,428.93,36.67,28
An Khê,3,26/12/2020,Ba,428.93,31.55,28
An Khê,4,26/12/2020,Ba,428.93,30.82,28
An Khê,5,26/12/2020,Ba,428.94,36.64,28
An Khê,6,26/12/2020,Ba,428.94,30.75,28
An Khê,7,26/12/2020,Ba,428.94,30.69,28
An Khê,8,26/12/2020,Ba,428.94,30.57,28
An Khê,9,26/12/2020,Ba,428.94,30.25,28
An Khê,10,26/12/2020,Ba,428.95,30.12,14.8
An Khê,11,26/12/2020,Ba,428.96,29.87,4
An Khê,12,26/12/2020,Ba,428.97,28.95,4
An Khê,13,26/12/2020,Ba,428.98,28.76,4
An Khê,14,26/12/2020,Ba,428.97,30.64,39.3
An Khê,15,26/12/2020,Ba,428.95,31.78,49
An Khê,16,26/12/2020,Ba,428.93,31.78,49
An Khê,17,26/12/2020,Ba,428.93,31.52,49
An Khê,18,26/12/2020,Ba,428.93,31.27,49
An Khê,19,26/12/2020,Ba,428.93,30.96,51.2
An Khê,20,26/12/2020,Ba,428.92,27.85,52
An Khê,21,26/12/2020,Ba,428.92,31.76,52
An Khê,22,26/12/2020,Ba,428.92,30.94,52
An Khê,23,26/12/2020,Ba,428.91,28.47,52
An Khê,0,27/12/2020,Ba,428.9,28.56,52
An Khê,1,27/12/2020,Ba,428.89,29.15,52
An Khê,2,27/12/2020,Ba,428.88,29.24,52
An Khê,3,27/12/2020,Ba,428.87,28.63,52
An Khê,4,27/12/2020,Ba,428.86,28.71,52
An Khê,5,27/12/2020,Ba,428.84,30.67,52
An Khê,6,27/12/2020,Ba,428.82,31.78,52
An Khê,7,27/12/2020,Ba,428.8,30.85,52
An Khê,8,27/12/2020,Ba,428.78,31.73,52
An Khê,9,27/12/2020,Ba,428.79,29.36,9.6
An Khê,10,27/12/2020,Ba,428.8,28.54,4
An Khê,11,27/12/2020,Ba,428.81,29.42,4
An Khê,12,27/12/2020,Ba,428.82,28.95,4
An Khê,13,27/12/2020,Ba,428.84,29.74,4
An Khê,14,27/12/2020,Ba,428.86,30.25,4
