hochua,gio,ngay,LVS,muc_nuoc,luu_luong_den_ho,luu_luong_xa
Ka Nak,20,10/04/2020,Ba,494.03,1.26,0
Ka Nak,21,10/04/2020,Ba,494.03,1.31,0
Ka Nak,22,10/04/2020,Ba,494.03,1.36,0
Ka Nak,23,10/04/2020,Ba,494.03,1.41,0
Ka Nak,0,11/04/2020,Ba,494.03,1.38,0
Ka Nak,1,11/04/2020,Ba,494.03,1.35,0
Ka Nak,2,11/04/2020,Ba,494.03,1.32,0
Ka Nak,3,11/04/2020,Ba,494.03,1.29,0
Ka Nak,4,11/04/2020,Ba,494.03,1.26,0
Ka Nak,5,11/04/2020,Ba,494.03,1.23,0
Ka Nak,6,11/04/2020,Ba,494.03,1.19,0
Ka Nak,7,11/04/2020,Ba,494.03,1.15,0
Ka Nak,8,11/04/2020,Ba,494.04,1.15,0
Ka Nak,9,11/04/2020,Ba,494.04,1.11,0
Ka Nak,10,11/04/2020,Ba,494.04,1.13,0
Ka Nak,11,11/04/2020,Ba,494.04,1.13,0
Ka Nak,12,11/04/2020,Ba,494.04,1.17,0
Ka Nak,13,11/04/2020,Ba,494.04,1.19,0
Ka Nak,14,11/04/2020,Ba,494.04,1.22,0
Ka Nak,15,11/04/2020,Ba,494.04,1.26,0
Ka Nak,16,11/04/2020,Ba,494.04,1.26,0
Ka Nak,17,11/04/2020,Ba,494.04,1.24,0
Ka Nak,18,11/04/2020,Ba,494.04,1.32,0
Ka Nak,19,11/04/2020,Ba,494.04,1.35,0
Ka Nak,20,11/04/2020,Ba,494.04,1.3,0
Ka Nak,21,11/04/2020,Ba,494.04,1.29,0
Ka Nak,22,11/04/2020,Ba,494.05,1.26,0
Ka Nak,23,11/04/2020,Ba,494.05,1.21,0
Ka Nak,0,12/04/2020,Ba,494.05,1.18,0
Ka Nak,1,12/04/2020,Ba,494.05,1.15,0
Ka Nak,2,12/04/2020,Ba,494.05,1.13,0
Ka Nak,3,12/04/2020,Ba,494.05,1.1,0
Ka Nak,4,12/04/2020,Ba,494.05,1.1,0
Ka Nak,5,12/04/2020,Ba,494.05,1.16,0
Ka Nak,6,12/04/2020,Ba,494.05,1.19,0
Ka Nak,7,12/04/2020,Ba,494.05,1.23,0
Ka Nak,8,12/04/2020,Ba,494.05,1.25,0
Ka Nak,9,12/04/2020,Ba,494.05,1.29,0
Ka Nak,10,12/04/2020,Ba,494.06,1.31,0
Ka Nak,11,12/04/2020,Ba,494.06,1.31,0
Ka Nak,12,12/04/2020,Ba,494.06,1.36,0
Ka Nak,13,12/04/2020,Ba,494.06,1.38,0
Ka Nak,14,12/04/2020,Ba,494.06,1.42,0
Ka Nak,15,12/04/2020,Ba,494.06,1.41,0
Ka Nak,16,12/04/2020,Ba,494.06,1.41,0
Ka Nak,17,12/04/2020,Ba,494.06,1.43,0
Ka Nak,18,12/04/2020,Ba,494.06,1.39,0
Ka Nak,19,12/04/2020,Ba,494.06,1.35,0
Ka Nak,20,12/04/2020,Ba,494.06,1.31,0
Ka Nak,21,12/04/2020,Ba,494.06,1.27,0
Ka Nak,22,12/04/2020,Ba,494.06,1.25,0
Ka Nak,23,12/04/2020,Ba,494.06,1.23,0
Ka Nak,0,13/04/2020,Ba,494.07,1.2,0
Ka Nak,1,13/04/2020,Ba,494.07,1.18,0
Ka Nak,2,13/04/2020,Ba,494.07,1.15,0
Ka Nak,3,13/04/2020,Ba,494.07,1.13,0
Ka Nak,4,13/04/2020,Ba,494.07,1.13,0
Ka Nak,5,13/04/2020,Ba,494.07,1.11,0
Ka Nak,6,13/04/2020,Ba,494.07,1.14,0
Ka Nak,7,13/04/2020,Ba,494.07,1.17,0
Ka Nak,8,13/04/2020,Ba,494.05,1.19,30.9
Ka Nak,9,13/04/2020,Ba,494.03,1.23,32
Ka Nak,10,13/04/2020,Ba,494.01,1.23,32
Ka Nak,11,13/04/2020,Ba,493.99,1.26,32
Ka Nak,12,13/04/2020,Ba,493.97,1.21,32
Ka Nak,13,13/04/2020,Ba,493.95,1.18,32
Ka Nak,14,13/04/2020,Ba,493.92,1.16,32
Ka Nak,15,13/04/2020,Ba,493.9,1.16,32
Ka Nak,16,13/04/2020,Ba,493.88,1.14,32
Ka Nak,17,13/04/2020,Ba,493.86,1.11,32
Ka Nak,18,13/04/2020,Ba,493.83,1.09,32
Ka Nak,19,13/04/2020,Ba,493.81,1.07,32
Ka Nak,20,13/04/2020,Ba,493.79,1.05,32
Ka Nak,21,13/04/2020,Ba,493.77,1.02,32
Ka Nak,22,13/04/2020,Ba,493.75,0.98,32
Ka Nak,23,13/04/2020,Ba,493.73,0.96,32
Ka Nak,0,14/04/2020,Ba,493.71,0.92,32
Ka Nak,1,14/04/2020,Ba,493.69,1.03,32
Ka Nak,2,14/04/2020,Ba,493.67,1.05,32
Ka Nak,3,14/04/2020,Ba,493.65,1.09,32
Ka Nak,4,14/04/2020,Ba,493.63,1.13,32
Ka Nak,5,14/04/2020,Ba,493.61,1.13,32
Ka Nak,6,14/04/2020,Ba,493.59,1.17,32
Ka Nak,7,14/04/2020,Ba,493.57,1.22,32
Ka Nak,8,14/04/2020,Ba,493.55,1.28,32
Ka Nak,9,14/04/2020,Ba,493.53,1.34,32
Ka Nak,10,14/04/2020,Ba,493.51,1.4,32
Ka Nak,11,14/04/2020,Ba,493.49,1.43,32
Ka Nak,12,14/04/2020,Ba,493.47,1.37,32
Ka Nak,13,14/04/2020,Ba,493.46,1.35,32
Ka Nak,14,14/04/2020,Ba,493.44,1.41,32
Ka Nak,15,14/04/2020,Ba,493.42,1.47,32
Ka Nak,16,14/04/2020,Ba,493.4,1.53,32
Ka Nak,17,14/04/2020,Ba,493.38,1.58,32
Ka Nak,18,14/04/2020,Ba,493.38,1.55,0.5
Ka Nak,19,14/04/2020,Ba,493.38,1.49,0
Ka Nak,20,14/04/2020,Ba,493.38,1.45,0
Ka Nak,21,14/04/2020,Ba,493.38,1.41,0
Ka Nak,22,14/04/2020,Ba,493.38,1.35,0
Ka Nak,23,14/04/2020,Ba,493.39,1.34,0
Ka Nak,0,15/04/2020,Ba,493.39,1.26,0
Ka Nak,1,15/04/2020,Ba,493.39,1.17,0
Ka Nak,2,15/04/2020,Ba,493.39,1.14,0
Ka Nak,3,15/04/2020,Ba,493.39,1.08,0
Ka Nak,4,15/04/2020,Ba,493.39,1.03,0
Ka Nak,5,15/04/2020,Ba,493.39,1.03,0
Ka Nak,6,15/04/2020,Ba,493.39,1.07,0
Ka Nak,7,15/04/2020,Ba,493.39,1.12,0
Ka Nak,8,15/04/2020,Ba,493.39,1.17,0
Ka Nak,9,15/04/2020,Ba,493.4,1.22,0
Ka Nak,10,15/04/2020,Ba,493.4,1.27,0
Ka Nak,11,15/04/2020,Ba,493.4,1.32,0
Ka Nak,12,15/04/2020,Ba,493.4,1.36,0
Ka Nak,13,15/04/2020,Ba,493.4,1.4,0
Ka Nak,14,15/04/2020,Ba,493.4,1.41,0
Ka Nak,15,15/04/2020,Ba,493.4,1.45,0
Ka Nak,16,15/04/2020,Ba,493.4,1.49,0
Ka Nak,17,15/04/2020,Ba,493.4,1.53,0
Ka Nak,18,15/04/2020,Ba,493.4,1.57,0
Ka Nak,19,15/04/2020,Ba,493.41,1.48,0
Ka Nak,20,15/04/2020,Ba,493.41,1.44,0
Ka Nak,21,15/04/2020,Ba,493.41,1.39,0
Ka Nak,22,15/04/2020,Ba,493.41,1.32,0
Ka Nak,23,15/04/2020,Ba,493.41,1.31,0
Ka Nak,0,16/04/2020,Ba,493.41,1.25,0
Ka Nak,1,16/04/2020,Ba,493.41,1.25,0
Ka Nak,2,16/04/2020,Ba,493.41,1.27,0
Ka Nak,3,16/04/2020,Ba,493.41,1.31,0
Ka Nak,4,16/04/2020,Ba,493.41,1.33,0
Ka Nak,5,16/04/2020,Ba,493.42,1.36,0
Ka Nak,6,16/04/2020,Ba,493.42,1.43,0
Ka Nak,7,16/04/2020,Ba,493.42,1.47,0
Ka Nak,8,16/04/2020,Ba,493.42,1.51,0
Ka Nak,9,16/04/2020,Ba,493.42,1.55,0
Ka Nak,10,16/04/2020,Ba,493.42,1.48,0
Ka Nak,11,16/04/2020,Ba,493.42,1.43,0
Ka Nak,12,16/04/2020,Ba,493.42,1.38,0
Ka Nak,13,16/04/2020,Ba,493.42,1.34,0
Ka Nak,14,16/04/2020,Ba,493.42,1.31,0
Ka Nak,15,16/04/2020,Ba,493.43,1.28,0
Ka Nak,16,16/04/2020,Ba,493.43,1.25,0
Ka Nak,17,16/04/2020,Ba,493.43,1.22,0
Ka Nak,18,16/04/2020,Ba,493.43,1.37,0
Ka Nak,19,16/04/2020,Ba,493.43,1.46,0
Ka Nak,20,16/04/2020,Ba,493.43,1.47,0
Ka Nak,21,16/04/2020,Ba,493.43,1.51,0
Ka Nak,22,16/04/2020,Ba,493.43,1.52,0
Ka Nak,23,16/04/2020,Ba,493.43,1.43,0
Ka Nak,0,17/04/2020,Ba,493.43,1.4,0
Ka Nak,1,17/04/2020,Ba,493.44,1.47,0
Ka Nak,2,17/04/2020,Ba,493.44,1.53,0
Ka Nak,3,17/04/2020,Ba,493.44,1.58,0
Ka Nak,4,17/04/2020,Ba,493.44,1.61,0
Ka Nak,5,17/04/2020,Ba,493.44,1.62,0
Ka Nak,6,17/04/2020,Ba,493.44,1.67,0
Ka Nak,7,17/04/2020,Ba,493.44,1.65,0
Ka Nak,8,17/04/2020,Ba,493.44,1.68,0
Ka Nak,9,17/04/2020,Ba,493.44,1.64,0
Ka Nak,10,17/04/2020,Ba,493.44,1.6,0
Ka Nak,11,17/04/2020,Ba,493.45,1.58,0
Ka Nak,12,17/04/2020,Ba,493.45,1.55,0
Ka Nak,13,17/04/2020,Ba,493.45,1.59,0
Ka Nak,14,17/04/2020,Ba,493.45,1.59,0
Ka Nak,15,17/04/2020,Ba,493.45,1.58,0
Ka Nak,16,17/04/2020,Ba,493.45,1.55,0
Ka Nak,17,17/04/2020,Ba,493.45,1.53,0
Ka Nak,18,17/04/2020,Ba,493.45,1.56,0
Ka Nak,19,17/04/2020,Ba,493.45,1.57,0
Ka Nak,20,17/04/2020,Ba,493.45,1.49,0
Ka Nak,21,17/04/2020,Ba,493.46,1.46,0
Ka Nak,22,17/04/2020,Ba,493.46,1.46,0
Ka Nak,23,17/04/2020,Ba,493.46,1.42,0
Ka Nak,0,18/04/2020,Ba,493.46,1.39,0
Ka Nak,1,18/04/2020,Ba,493.46,1.39,0
Ka Nak,2,18/04/2020,Ba,493.46,1.37,0
Ka Nak,3,18/04/2020,Ba,493.46,1.34,0
Ka Nak,4,18/04/2020,Ba,493.46,1.3,0
Ka Nak,5,18/04/2020,Ba,493.46,1.29,0
Ka Nak,6,18/04/2020,Ba,493.46,1.29,0
Ka Nak,7,18/04/2020,Ba,493.47,1.26,0
Ka Nak,8,18/04/2020,Ba,493.47,1.24,0
Ka Nak,9,18/04/2020,Ba,493.47,1.2,0
Ka Nak,10,18/04/2020,Ba,493.47,1.25,0
Ka Nak,11,18/04/2020,Ba,493.47,1.27,0
Ka Nak,12,18/04/2020,Ba,493.47,1.24,0
Ka Nak,13,18/04/2020,Ba,493.47,1.22,0
Ka Nak,14,18/04/2020,Ba,493.47,1.25,0
Ka Nak,15,18/04/2020,Ba,493.47,1.28,0
Ka Nak,16,18/04/2020,Ba,493.47,1.29,0
Ka Nak,17,18/04/2020,Ba,493.48,1.32,0
Ka Nak,18,18/04/2020,Ba,493.48,1.34,0
Ka Nak,19,18/04/2020,Ba,493.48,1.38,0
Ka Nak,20,18/04/2020,Ba,493.48,1.4,0
Ka Nak,21,18/04/2020,Ba,493.48,1.43,0
Ka Nak,22,18/04/2020,Ba,493.48,1.47,0
Ka Nak,23,18/04/2020,Ba,493.48,1.51,0
Ka Nak,0,19/04/2020,Ba,493.48,1.51,0
Ka Nak,1,19/04/2020,Ba,493.48,1.55,0
Ka Nak,2,19/04/2020,Ba,493.48,1.58,0
Ka Nak,3,19/04/2020,Ba,493.49,1.6,0
Ka Nak,4,19/04/2020,Ba,493.49,1.6,0
Ka Nak,5,19/04/2020,Ba,493.49,1.63,0
Ka Nak,6,19/04/2020,Ba,493.49,1.65,0
Ka Nak,7,19/04/2020,Ba,493.49,1.68,0
Ka Nak,8,19/04/2020,Ba,493.49,1.65,0
Ka Nak,9,19/04/2020,Ba,493.49,1.61,0
Ka Nak,10,19/04/2020,Ba,493.49,1.59,0
Ka Nak,11,19/04/2020,Ba,493.49,1.59,0
Ka Nak,12,19/04/2020,Ba,493.49,1.57,0
Ka Nak,13,19/04/2020,Ba,493.5,1.6,0
Ka Nak,14,19/04/2020,Ba,493.5,1.58,0
Ka Nak,15,19/04/2020,Ba,493.5,1.59,0
Ka Nak,16,19/04/2020,Ba,493.5,1.62,0
Ka Nak,17,19/04/2020,Ba,493.5,1.61,0
Ka Nak,18,19/04/2020,Ba,493.5,1.63,0
Ka Nak,19,19/04/2020,Ba,493.5,1.6,0
Ka Nak,20,19/04/2020,Ba,493.5,1.68,0
Ka Nak,21,19/04/2020,Ba,493.51,1.71,0
Ka Nak,22,19/04/2020,Ba,493.51,1.71,0
Ka Nak,23,19/04/2020,Ba,493.51,1.74,0
Ka Nak,0,20/04/2020,Ba,493.51,1.77,0
Ka Nak,1,20/04/2020,Ba,493.51,1.79,0
Ka Nak,2,20/04/2020,Ba,493.51,1.82,0
Ka Nak,3,20/04/2020,Ba,493.51,1.82,0
Ka Nak,4,20/04/2020,Ba,493.52,1.87,0
Ka Nak,5,20/04/2020,Ba,493.52,1.81,0
Ka Nak,6,20/04/2020,Ba,493.52,1.78,0
Ka Nak,7,20/04/2020,Ba,493.52,1.75,0
Ka Nak,8,20/04/2020,Ba,493.52,1.72,0
Ka Nak,9,20/04/2020,Ba,493.52,1.63,0
Ka Nak,10,20/04/2020,Ba,493.52,1.57,0
Ka Nak,11,20/04/2020,Ba,493.52,1.51,0
Ka Nak,12,20/04/2020,Ba,493.52,1.51,0
Ka Nak,13,20/04/2020,Ba,493.52,1.54,0
Ka Nak,14,20/04/2020,Ba,493.53,1.58,0
Ka Nak,15,20/04/2020,Ba,493.53,1.47,0
Ka Nak,16,20/04/2020,Ba,493.53,1.43,0
Ka Nak,17,20/04/2020,Ba,493.53,1.42,0
Ka Nak,18,20/04/2020,Ba,493.53,1.36,0
Ka Nak,19,20/04/2020,Ba,493.53,1.28,0
Ka Nak,20,20/04/2020,Ba,493.53,1.35,0
Ka Nak,21,20/04/2020,Ba,493.53,1.42,0
Ka Nak,22,20/04/2020,Ba,493.53,1.49,0
Ka Nak,23,20/04/2020,Ba,493.53,1.56,0
Ka Nak,0,21/04/2020,Ba,493.54,1.63,0
Ka Nak,1,21/04/2020,Ba,493.54,1.7,0
Ka Nak,2,21/04/2020,Ba,493.54,1.77,0
Ka Nak,3,21/04/2020,Ba,493.54,1.84,0
Ka Nak,4,21/04/2020,Ba,493.54,1.76,0
Ka Nak,5,21/04/2020,Ba,493.54,1.68,0
Ka Nak,6,21/04/2020,Ba,493.54,1.6,0
Ka Nak,7,21/04/2020,Ba,493.54,1.52,0
Ka Nak,8,21/04/2020,Ba,493.54,1.53,0
Ka Nak,9,21/04/2020,Ba,493.55,1.87,0
Ka Nak,10,21/04/2020,Ba,493.55,2.15,0
Ka Nak,11,21/04/2020,Ba,493.55,2.36,0
Ka Nak,12,21/04/2020,Ba,493.55,2.67,0
Ka Nak,13,21/04/2020,Ba,493.55,2.85,0
Ka Nak,14,21/04/2020,Ba,493.56,3.01,0
Ka Nak,15,21/04/2020,Ba,493.56,3.07,0
Ka Nak,16,21/04/2020,Ba,493.56,3.12,0
Ka Nak,17,21/04/2020,Ba,493.56,3.23,0
Ka Nak,18,21/04/2020,Ba,493.56,3.23,0
Ka Nak,19,21/04/2020,Ba,493.57,3.25,0
Ka Nak,20,21/04/2020,Ba,493.57,3.28,0
Ka Nak,21,21/04/2020,Ba,493.57,3.31,0
Ka Nak,22,21/04/2020,Ba,493.57,3.34,0
Ka Nak,23,21/04/2020,Ba,493.57,3.37,0
Ka Nak,0,22/04/2020,Ba,493.58,3.43,0
Ka Nak,1,22/04/2020,Ba,493.58,3.39,0
Ka Nak,2,22/04/2020,Ba,493.58,3.35,0
Ka Nak,3,22/04/2020,Ba,493.58,3.31,0
Ka Nak,4,22/04/2020,Ba,493.58,3.27,0
Ka Nak,5,22/04/2020,Ba,493.59,3.23,0
Ka Nak,6,22/04/2020,Ba,493.59,3.19,0
Ka Nak,7,22/04/2020,Ba,493.59,2.44,0
Ka Nak,8,22/04/2020,Ba,493.59,2.36,0
Ka Nak,9,22/04/2020,Ba,493.59,2.28,0
Ka Nak,10,22/04/2020,Ba,493.59,2.21,0
Ka Nak,11,22/04/2020,Ba,493.6,2.21,0
Ka Nak,12,22/04/2020,Ba,493.6,2.16,0
Ka Nak,13,22/04/2020,Ba,493.6,2.08,0
Ka Nak,14,22/04/2020,Ba,493.6,2.03,0
Ka Nak,15,22/04/2020,Ba,493.6,1.98,0
Ka Nak,16,22/04/2020,Ba,493.6,1.97,0
Ka Nak,17,22/04/2020,Ba,493.61,2.06,0
Ka Nak,18,22/04/2020,Ba,493.61,2.15,0
Ka Nak,19,22/04/2020,Ba,493.61,2.16,0
Ka Nak,20,22/04/2020,Ba,493.61,2.07,0
Ka Nak,21,22/04/2020,Ba,493.61,1.89,0
Ka Nak,22,22/04/2020,Ba,493.61,1.71,0
Ka Nak,23,22/04/2020,Ba,493.61,1.53,0
Ka Nak,0,23/04/2020,Ba,493.62,1.49,0
Ka Nak,1,23/04/2020,Ba,493.62,1.45,0
Ka Nak,2,23/04/2020,Ba,493.62,1.41,0
Ka Nak,3,23/04/2020,Ba,493.62,1.37,0
Ka Nak,4,23/04/2020,Ba,493.62,1.33,0
Ka Nak,5,23/04/2020,Ba,493.62,1.34,0
Ka Nak,6,23/04/2020,Ba,493.62,1.31,0
Ka Nak,7,23/04/2020,Ba,493.62,1.28,0
Ka Nak,8,23/04/2020,Ba,493.62,1.28,0
Ka Nak,9,23/04/2020,Ba,493.62,1.32,0
Ka Nak,10,23/04/2020,Ba,493.62,1.35,0
Ka Nak,11,23/04/2020,Ba,493.63,1.37,0
Ka Nak,12,23/04/2020,Ba,493.63,1.37,0
Ka Nak,13,23/04/2020,Ba,493.63,1.4,0
Ka Nak,14,23/04/2020,Ba,493.63,1.42,0
Ka Nak,15,23/04/2020,Ba,493.63,1.46,0
Ka Nak,16,23/04/2020,Ba,493.63,1.46,0
Ka Nak,17,23/04/2020,Ba,493.63,1.51,0
Ka Nak,18,23/04/2020,Ba,493.63,1.53,0
Ka Nak,19,23/04/2020,Ba,493.63,1.56,0
Ka Nak,20,23/04/2020,Ba,493.63,1.59,0
Ka Nak,21,23/04/2020,Ba,493.63,1.57,0
Ka Nak,22,23/04/2020,Ba,493.64,1.59,0
Ka Nak,23,23/04/2020,Ba,493.64,1.55,0
Ka Nak,0,24/04/2020,Ba,493.64,1.5,0
Ka Nak,1,24/04/2020,Ba,493.64,1.47,0
Ka Nak,2,24/04/2020,Ba,493.64,1.45,0
Ka Nak,3,24/04/2020,Ba,493.64,1.45,0
Ka Nak,4,24/04/2020,Ba,493.64,1.42,0
Ka Nak,5,24/04/2020,Ba,493.64,1.4,0
Ka Nak,6,24/04/2020,Ba,493.64,1.43,0
Ka Nak,7,24/04/2020,Ba,493.65,1.47,0
Ka Nak,8,24/04/2020,Ba,493.65,1.68,0
Ka Nak,9,24/04/2020,Ba,493.65,2,0
Ka Nak,10,24/04/2020,Ba,493.65,2.09,0
Ka Nak,11,24/04/2020,Ba,493.65,2.13,0
Ka Nak,12,24/04/2020,Ba,493.66,2.15,0
Ka Nak,13,24/04/2020,Ba,493.66,2.19,0
Ka Nak,14,24/04/2020,Ba,493.66,2.19,0
Ka Nak,15,24/04/2020,Ba,493.66,2.23,0
Ka Nak,16,24/04/2020,Ba,493.66,2.26,0
Ka Nak,17,24/04/2020,Ba,493.67,2.28,0
Ka Nak,18,24/04/2020,Ba,493.67,2.31,0
Ka Nak,19,24/04/2020,Ba,493.67,2.31,0
Ka Nak,20,24/04/2020,Ba,493.67,2.28,0
Ka Nak,21,24/04/2020,Ba,493.67,2.25,0
Ka Nak,22,24/04/2020,Ba,493.68,2.23,0
Ka Nak,23,24/04/2020,Ba,493.68,2.2,0
Ka Nak,0,25/04/2020,Ba,493.68,2.27,0
Ka Nak,1,25/04/2020,Ba,493.68,1.32,0
Ka Nak,2,25/04/2020,Ba,493.68,1.32,0
Ka Nak,3,25/04/2020,Ba,493.69,1.35,0
Ka Nak,4,25/04/2020,Ba,493.69,1.38,0
Ka Nak,5,25/04/2020,Ba,493.69,1.38,0
Ka Nak,6,25/04/2020,Ba,493.69,1.41,0
Ka Nak,7,25/04/2020,Ba,493.69,2.12,0
Ka Nak,8,25/04/2020,Ba,493.69,2.1,0
Ka Nak,9,25/04/2020,Ba,493.7,2.1,0
Ka Nak,10,25/04/2020,Ba,493.7,2.15,0
Ka Nak,11,25/04/2020,Ba,493.7,2.19,0
Ka Nak,12,25/04/2020,Ba,493.7,2.21,0
Ka Nak,13,25/04/2020,Ba,493.7,2.24,0
Ka Nak,14,25/04/2020,Ba,493.71,2.24,0
Ka Nak,15,25/04/2020,Ba,493.71,2.29,0
Ka Nak,16,25/04/2020,Ba,493.71,2.31,0
Ka Nak,17,25/04/2020,Ba,493.71,2.34,0
Ka Nak,18,25/04/2020,Ba,493.71,2.34,0
Ka Nak,19,25/04/2020,Ba,493.72,2.36,0
Ka Nak,20,25/04/2020,Ba,493.72,2.33,0
Ka Nak,21,25/04/2020,Ba,493.72,2.3,0
Ka Nak,22,25/04/2020,Ba,493.72,2.25,0
Ka Nak,23,25/04/2020,Ba,493.72,2.27,0
Ka Nak,0,26/04/2020,Ba,493.73,2.27,0
Ka Nak,1,26/04/2020,Ba,493.73,2.32,0
Ka Nak,2,26/04/2020,Ba,493.73,2.35,0
Ka Nak,3,26/04/2020,Ba,493.73,2.39,0
Ka Nak,4,26/04/2020,Ba,493.73,2.41,0
Ka Nak,5,26/04/2020,Ba,493.74,2.46,0
Ka Nak,6,26/04/2020,Ba,493.74,2.46,0
Ka Nak,7,26/04/2020,Ba,493.74,2.49,0
Ka Nak,8,26/04/2020,Ba,493.74,2.37,0
Ka Nak,9,26/04/2020,Ba,493.74,2.47,0
Ka Nak,10,26/04/2020,Ba,493.75,2.45,0
Ka Nak,11,26/04/2020,Ba,493.75,2.4,0
Ka Nak,12,26/04/2020,Ba,493.75,2.36,0
Ka Nak,13,26/04/2020,Ba,493.75,2.38,0
Ka Nak,14,26/04/2020,Ba,493.75,2.29,0
Ka Nak,15,26/04/2020,Ba,493.76,2.22,0
Ka Nak,16,26/04/2020,Ba,493.76,2.25,0
Ka Nak,17,26/04/2020,Ba,493.76,2.28,0
Ka Nak,18,26/04/2020,Ba,493.76,2.31,0
Ka Nak,19,26/04/2020,Ba,493.76,2.21,0
Ka Nak,20,26/04/2020,Ba,493.77,2.23,0
Ka Nak,21,26/04/2020,Ba,493.77,2.28,0
Ka Nak,22,26/04/2020,Ba,493.77,2.35,0
Ka Nak,23,26/04/2020,Ba,493.77,2.54,0
Ka Nak,0,27/04/2020,Ba,493.77,2.57,0
Ka Nak,1,27/04/2020,Ba,493.77,2.61,0
Ka Nak,2,27/04/2020,Ba,493.78,2.83,0
Ka Nak,3,27/04/2020,Ba,493.78,2.96,0
Ka Nak,4,27/04/2020,Ba,493.78,3.01,0
Ka Nak,5,27/04/2020,Ba,493.78,3.05,0
Ka Nak,6,27/04/2020,Ba,493.78,3.02,0
Ka Nak,7,27/04/2020,Ba,493.79,2.85,0
Ka Nak,8,27/04/2020,Ba,493.79,2.76,0
Ka Nak,9,27/04/2020,Ba,493.79,2.65,0
Ka Nak,10,27/04/2020,Ba,493.79,2.58,0
Ka Nak,11,27/04/2020,Ba,493.78,2.51,27.2
Ka Nak,12,27/04/2020,Ba,493.76,2.44,32.6
Ka Nak,13,27/04/2020,Ba,493.74,2.41,32.6
Ka Nak,14,27/04/2020,Ba,493.72,2.38,32.6
Ka Nak,15,27/04/2020,Ba,493.7,2.33,32.6
Ka Nak,16,27/04/2020,Ba,493.69,2.22,32.6
Ka Nak,17,27/04/2020,Ba,493.67,2.13,32.6
Ka Nak,18,27/04/2020,Ba,493.65,1.87,32.6
Ka Nak,19,27/04/2020,Ba,493.63,1.61,32.6
Ka Nak,20,27/04/2020,Ba,493.61,1.58,32.6
Ka Nak,21,27/04/2020,Ba,493.59,1.53,32.6
Ka Nak,22,27/04/2020,Ba,493.58,1.46,32.6
Ka Nak,23,27/04/2020,Ba,493.56,1.47,32.6
Ka Nak,0,28/04/2020,Ba,493.54,1.51,32.6
Ka Nak,1,28/04/2020,Ba,493.52,1.57,32.6
Ka Nak,2,28/04/2020,Ba,493.5,1.64,32.6
Ka Nak,3,28/04/2020,Ba,493.48,1.69,32.6
Ka Nak,4,28/04/2020,Ba,493.46,1.83,32.6
Ka Nak,5,28/04/2020,Ba,493.44,1.84,32.6
Ka Nak,6,28/04/2020,Ba,493.42,1.79,32.6
Ka Nak,7,28/04/2020,Ba,493.4,1.73,32.6
Ka Nak,8,28/04/2020,Ba,493.38,1.67,32.6
Ka Nak,9,28/04/2020,Ba,493.36,1.63,32.6
Ka Nak,10,28/04/2020,Ba,493.34,1.59,32.6
Ka Nak,11,28/04/2020,Ba,493.32,1.61,32.6
Ka Nak,12,28/04/2020,Ba,493.3,1.57,32.6
Ka Nak,13,28/04/2020,Ba,493.28,1.56,32.6
Ka Nak,14,28/04/2020,Ba,493.26,1.59,32.6
Ka Nak,15,28/04/2020,Ba,493.24,1.62,32.6
Ka Nak,16,28/04/2020,Ba,493.22,1.58,32.6
Ka Nak,17,28/04/2020,Ba,493.2,1.51,32.6
Ka Nak,18,28/04/2020,Ba,493.18,1.48,32.6
Ka Nak,19,28/04/2020,Ba,493.16,1.43,32.6
Ka Nak,20,28/04/2020,Ba,493.14,1.38,32.6
Ka Nak,21,28/04/2020,Ba,493.12,1.41,32.6
Ka Nak,22,28/04/2020,Ba,493.1,1.45,32.6
Ka Nak,23,28/04/2020,Ba,493.09,1.53,8.1
Ka Nak,0,29/04/2020,Ba,493.1,1.59,0
Ka Nak,1,29/04/2020,Ba,493.1,1.63,0
Ka Nak,2,29/04/2020,Ba,493.1,1.79,0
Ka Nak,3,29/04/2020,Ba,493.1,1.82,0
Ka Nak,4,29/04/2020,Ba,493.1,1.81,0
Ka Nak,5,29/04/2020,Ba,493.1,1.75,0
Ka Nak,6,29/04/2020,Ba,493.1,1.71,0
Ka Nak,7,29/04/2020,Ba,493.1,1.58,0
Ka Nak,8,29/04/2020,Ba,493.11,1.55,0
Ka Nak,9,29/04/2020,Ba,493.11,1.5,0
Ka Nak,10,29/04/2020,Ba,493.11,1.48,0
Ka Nak,11,29/04/2020,Ba,493.11,1.46,0
Ka Nak,12,29/04/2020,Ba,493.11,1.43,0
Ka Nak,13,29/04/2020,Ba,493.11,1.4,0
Ka Nak,14,29/04/2020,Ba,493.11,1.37,0
Ka Nak,15,29/04/2020,Ba,493.11,1.34,0
Ka Nak,16,29/04/2020,Ba,493.11,1.3,0
Ka Nak,17,29/04/2020,Ba,493.11,1.27,0
Ka Nak,18,29/04/2020,Ba,493.12,1.25,0
Ka Nak,19,29/04/2020,Ba,493.12,1.22,0
Ka Nak,20,29/04/2020,Ba,493.12,1.22,0
Ka Nak,21,29/04/2020,Ba,493.12,1.3,0
Ka Nak,22,29/04/2020,Ba,493.12,1.35,0
Ka Nak,23,29/04/2020,Ba,493.12,1.38,0
Ka Nak,0,30/04/2020,Ba,493.12,1.43,0
Ka Nak,1,30/04/2020,Ba,493.12,1.43,0
